Restaurant,Restaurant Id,Address,Rating,City,Country,Latitiude,Longitude,Votes,Featured In,Cost For Two,Establishment Type,Known For,Should Order,Popular Reviews,All Reviews,Home Delivery,Takeaway,Dine-In,Non Veg,Alcohol,Air Conditioned,Wifi,Cuisines
Yogen Fruz,21893,"JC 21, Near Amri Hospital, Sector 3, Salt Lake, Kolkata",3.5,Kolkata,India,22.569426,88.411912,62,NA,Rs. 400,NA,NA,NA,20,34,No,No,Yes,No,No,Yes,Yes,"Healthy Food, Desserts"
Xing,20756,"BE 111, Near Kwality Bus Stand, Sector 1, Salt Lake, Kolkata",3.5,Kolkata,India,22.598414,88.413615,124,NA,Rs. 500,NA,NA,NA,22,52,Yes,No,Yes,Yes,No,Yes,Yes,"Chinese, North Indian"
Den,21587,"O2 Oxygen, Kaikkali, Ramkrishna Pally, VIP Road, Kolkata",3.5,Kolkata,India,22.632926,88.43458,104,NA,Rs. 1000,NA,NA,NA,7,29,No,No,Yes,Yes,Yes,Yes,Yes,"North Indian, Chinese, Continental"
Tandoori Darbar,21046,"128, Hazra Road, Hazra, Kolkata",3.5,Kolkata,India,22.523581,88.345553,118,NA,Rs. 600,NA,NA,NA,18,46,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
State of Punjab,22822,"3rd Floor, 375, South City Mall, Prince Anwar Shah Road, Kolkata",3.5,Kolkata,India,22.501446,88.361165,32,NA,Rs. 600,NA,NA,NA,9,14,Yes,No,Yes,Yes,No,Yes,No,North Indian
Dilligate,23930,"29/8, Dr BR Ambedkar Sarani, Near Topsia, Kolkata",3.5,Kolkata,India,22.54152833,88.38690333,27,NA,Rs. 650,NA,NA,NA,7,18,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
The Super Snack Bar,20706,"513A, Block M, New Alipore, Kolkata",3.5,Kolkata,India,22.508892,88.333875,80,NA,Rs. 500,NA,NA,NA,20,34,No,No,Yes,No,No,Yes,No,"South Indian, Fast Food"
The Mombasa,21933,"1/1D, Naya Ratna Lane, Shyam Bazar, Kolkata",3.5,Kolkata,India,22.600133,88.372333,60,NA,Rs. 400,NA,NA,NA,10,27,Yes,No,Yes,Yes,No,Yes,No,Chinese
Zunger,23604,"25A, Camac Street Area, Kolkata",3.5,Kolkata,India,22.548,88.35366667,23,NA,Rs. 350,NA,NA,NA,4,11,Yes,No,Yes,No,No,No,No,Fast Food
Caught n Bowled,20843,"4th Floor, City Centre, Sector 1, Salt Lake, Kolkata",3.5,Kolkata,India,22.588565,88.407948,290,NA,Rs. 1500,NA,NA,NA,34,94,No,No,Yes,Yes,Yes,Yes,No,"Chinese, Continental, North Indian"
Hotel Priya,22016,"14/2, Balaram Ghosh Street,Shyam Bazar, Kolkata",3.5,Kolkata,India,22.599258,88.369865,32,NA,Rs. 350,NA,NA,NA,5,12,No,No,Yes,Yes,No,No,No,North Indian
The Rouge,23640,"The Corner Courtyard, 92B, Sarat Bose Road , Near Hazra, Kolkata",3.5,Kolkata,India,22.52541333,88.35157667,29,NA,Rs. 300,NA,NA,NA,2,7,No,No,Yes,Yes,No,Yes,Yes,"Cafe, Desserts, Bakery"
Momo Plaza,20780,"2A, Suburban Hospital Road, Elgin,Kolkata, Elgin, Kolkata",3.5,Kolkata,India,22.539306,88.347257,300,Great Momos,Rs. 350,Quick Bites,,NA,69,131,No,No,Yes,Yes,No,No,No,"Chinese, Tibetan"
Yum Tum,23963,"Metro Plaza Shopping Centre, Ho Chi Minh Sarani, Camac Street Area, Kolkata,",3.5,Kolkata,India,22.54716389,88.3488,17,NA,Rs. 350,NA,NA,NA,7,11,No,No,No,Yes,No,No,No,Fast Food
Epicuisine,23839,"4th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",3.5,Kolkata,India,22.539117,88.365359,15,NA,Rs. 400,NA,NA,NA,6,7,Yes,No,Yes,Yes,No,No,No,Bakery
Gupta Brothers,24420,"22 Himadri Apartment, Park Road, Ballygunge, Kolkata",3.5,Kolkata,India,22.53358056,88.364625,13,NA,Rs. 300,NA,NA,NA,5,8,No,No,Yes,No,No,No,No,"North Indian, Street Food, Desserts, South Indian"
Annapurna Sweets,23461,"6/2, Sarat Bose Road, Near , Southern Avenue, Kolkata",3.5,Kolkata,India,22.537747,88.35447,9,NA,Rs. 100,NA,NA,NA,7,10,No,No,No,No,No,No,No,Desserts
Sholoana Bangali,20472,"Techno Tower, 14C/ 114B, Prince Anwar Shah Road, Kolkata",3.5,Kolkata,India,22.502156,88.359473,228,Taste of Kolkata,Rs. 500,Casual Dining,,NA,37,89,Yes,No,Yes,Yes,No,Yes,No,Bengali
Ma.ma Lebanese,24422,"23, Kalighat Road, Behind Purna Cinemas, Bhawanipur, Kolkata",3.5,Kolkata,India,22.52892222,88.34448889,14,Lebanese Delights,Rs. 300,Quick Bites,,NA,5,7,Yes,No,No,Yes,No,No,No,Lebanese
Amber Cafe,21712,"2 C, Near Middleton Row, Park Street Area, Kolkata",3.5,Kolkata,India,22.551446,88.352279,70,NA,Rs. 800,NA,NA,NA,10,27,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Continental, Italian"
Advieh,24117,"RAA 43/2, Hotel Celesta, Raghunathpur North, VIP Road, Kolkata",3.5,Kolkata,India,22.62167833,88.43210167,14,NA,Rs. 1500,NA,NA,NA,5,10,No,No,Yes,Yes,Yes,Yes,Yes,"North Indian, Chinese, Continental, South Indian"
Chinese Quisine,21420,"204/A, B Block, Near VIP Road And Lake Town Crossing, Lake Town, Kolkata",3.5,Kolkata,India,22.601346,88.406097,45,NA,Rs. 400,NA,NA,NA,8,25,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Go Green,23595,"P 252,C.I.T Road, Scheme VI M, 1st Floor, Kankurgachi, Kolkata",3.5,Kolkata,India,22.57958,88.39020167,124,NA,Rs. 900,NA,NA,NA,4,47,Yes,No,Yes,No,No,Yes,Yes,"North Indian, Chinese, Mexican, Lebanese"
Bhikhaaram Chandmal Restaurant,21824,"P39, Maniktala Main Road, Kankurgachi, Kolkata",3.5,Kolkata,India,22.580928,88.389902,59,NA,Rs. 300,NA,NA,NA,7,19,No,No,Yes,No,No,Yes,No,"Fast Food, Desserts"
Saptapadi,23953,"G 40A, Bagha Jatin, Opposite Ganguli Bagan Post Office, Jadavpur, Kolkata",3.5,Kolkata,India,22.480733,88.375948,37,Taste of Kolkata,Rs. 450,Quick Bites,Old Bengali movie themed decor and good food.,,6,17,Yes,No,Yes,Yes,No,Yes,No,Bengali
Kurry Klub,23386,"P53, CIT Scheme VII M, Ultadanga, Kolkata",3.5,Kolkata,India,22.584328,88.391248,44,NA,Rs. 900,NA,NA,NA,4,13,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian, Italian, Continental, Mexican"
The Orient,22428,"Ground Floor, City Centre 2, Rajarhat New Town, Kolkata",3.5,Kolkata,India,22.622087,88.450388,173,NA,Rs. 1700,NA,NA,NA,41,107,No,No,Yes,Yes,Yes,Yes,No,"Chinese, Thai"
Viand,23212,"2nd Floor, City Centre, Sector 1, Salt Lake, Kolkata",3.5,Kolkata,India,22.588278,88.408653,77,NA,Rs. 1000,NA,NA,NA,12,34,No,No,Yes,Yes,No,Yes,No,"North Indian, Continental, Chinese"
Aaira,24650,"The Myx, 1st Floor, 20 G, Park Street, Park Street Area, Kolkata",3.5,Kolkata,India,22.5521,88.35260833,13,NA,Rs. 1200,NA,NA,NA,2,9,No,No,Yes,Yes,Yes,Yes,No,"Mughlai, North Indian"
Fuel.Inn,22667,"Block EP, Globsyn Crystal, Sector 5, Salt Lake, Kolkata",3.5,Kolkata,India,22.571846,88.433652,53,NA,Rs. 500,NA,NA,NA,5,17,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Bell Peppers,23828,"1700, Beside Kasba New Market, Rajdanga Main Road, Kasba, Kolkata",3.5,Kolkata,India,22.51335333,88.39277667,21,NA,Rs. 600,NA,NA,NA,3,9,No,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Koley's Kitchen,23644,"3/13, S M Ali Road, Barrackpore, Kolkata",3.5,Kolkata,India,22.75958833,88.370755,14,NA,Rs. 250,NA,NA,NA,2,5,Yes,No,No,Yes,No,No,No,"Chinese, North Indian"
Sufia,21886,"2, Zakaria Street, Chittaranjan Avenue, Kolkata",3.5,Kolkata,India,22.577678,88.357823,18,NA,Rs. 300,NA,NA,NA,7,9,No,No,No,Yes,No,No,No,Mughlai
New Aahar,21834,"CB 68, Sector 1, Salt Lake, Kolkata",3.5,Kolkata,India,22.588243,88.404361,97,NA,Rs. 350,NA,NA,NA,16,37,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Bhuri Bhoj,23659,"318, Maduraha, Kalikapur, Kolkata",3.5,Kolkata,India,22.50154833,88.40171,17,NA,Rs. 300,NA,NA,NA,4,8,Yes,No,Yes,Yes,No,Yes,No,Bengali
Suruchi,22708,"89, Elliot Road, Near Park Street, , Park Street Area, Kolkata",3.5,Kolkata,India,22.550688,88.361913,23,NA,Rs. 500,NA,NA,NA,3,9,No,No,Yes,Yes,No,Yes,No,Bengali
A 1 Haji Fast Food,23158,"95, Gopal Lal Tagore Street, Baranagar, Kolkata",3.5,Kolkata,India,22.64473,88.374614,19,NA,Rs. 250,NA,NA,NA,3,9,No,No,No,Yes,No,No,No,"Fast Food, Street Food"
Madras Tiffin,23349,"44, Jawaharlal Nehru Road, Esplanade, Kolkata",3.5,Kolkata,India,22.56466,88.35149,21,NA,Rs. 200,NA,NA,NA,8,11,No,No,Yes,No,No,No,No,"South Indian, Fast Food"
Saima,21316,"8/1A, Little Russel Street, Opposite Kenilworth Hotel, Russel Street, Kolkata",3.5,Kolkata,India,22.54683333,88.35,87,NA,Rs. 300,NA,NA,NA,20,28,Yes,No,Yes,Yes,No,Yes,No,"Biryani, North Indian, Fast Food"
South Indian Best Food,22849,"164/1, Scheme VII M, VIP Road, Ultadanga, Kolkata",3.5,Kolkata,India,22.591913,88.392338,26,NA,Rs. 150,NA,NA,NA,5,8,No,No,No,No,No,No,No,South Indian
Dimpi Restaurant,21996,"Five Point Crossing, Shyam Bazar, Kolkata",3.5,Kolkata,India,22.601279,88.37332,120,NA,Rs. 300,NA,NA,NA,14,50,Yes,No,Yes,No,No,Yes,No,"North Indian, South Indian, Chinese"
Mini Hut,21723,"8/12, Cornfield Road, Gariahat, Kolkata",3.5,Kolkata,India,22.521405,88.36868,76,NA,Rs. 450,NA,NA,NA,12,27,Yes,No,Yes,Yes,No,Yes,No,Chinese
Feast,21117,"26A, Bosepukur Petrol Pump, Bosepukur Road, Kasba, Kolkata",3.5,Kolkata,India,22.519465,88.38393,82,NA,Rs. 300,NA,NA,NA,14,29,Yes,No,Yes,Yes,No,No,No,"Chinese, Street Food"
Bombay Shiv Sagar,23147,"Inside Spencers, South City Mall, 375, Prince Anwar Shah Road, Kolkata",3.5,Kolkata,India,22.501991,88.361841,19,NA,Rs. 500,NA,NA,NA,9,11,No,No,Yes,No,No,Yes,No,"South Indian, Street Food"
Sare Chuattar,20691,"213, Sarat Bose Road, Opposite Post Office, Southern Avenue, Kolkata",3.5,Kolkata,India,22.513918,88.352747,52,NA,Rs. 350,NA,NA,NA,6,21,No,No,Yes,Yes,No,Yes,No,Bengali
Sharma Snacks Center,23399,"33/1, Ram Mohan Dutta Road, Bhawanipur, Kolkata",3.5,Kolkata,India,22.535559,88.351377,18,NA,Rs. 100,NA,NA,NA,9,12,No,No,Yes,No,No,No,No,"Street Food, Desserts"
Moulin Rouge,20881,"31, Park Street Area, Kolkata",3.5,Kolkata,India,22.553172,88.352181,333,NA,Rs. 1300,NA,NA,NA,53,107,No,No,Yes,Yes,Yes,Yes,No,"Italian, North Indian, Chinese"
Bread Bazaar,22811,"3rd Floor, South City Mall,375 Prince Anwar Shah Road, Kolkata",3.5,Kolkata,India,22.501446,88.361165,16,NA,Rs. 150,NA,NA,NA,6,7,Yes,No,Yes,Yes,No,Yes,No,"Bakery, Desserts"
Cake My Day,24093,"414/6, Prince Anwar Shah Road, Opposite South City Mall, Kolkata",3.5,Kolkata,India,22.50218889,88.36301389,16,NA,Rs. 150,NA,NA,NA,6,10,No,No,Yes,Yes,No,Yes,No,"Desserts, Bakery"
Baked N Fried,20803,"99/1, Ballygunge Place, Ballygunge, Kolkata",3.5,Kolkata,India,22.527038,88.368552,50,NA,Rs. 250,NA,NA,NA,13,20,Yes,No,Yes,Yes,No,No,No,"Chinese, Fast Food"
New United Cafe,24075,"629, D.H.Road, Behala, Kolkata",3.5,Kolkata,India,22.49426667,88.31642778,25,NA,Rs. 300,NA,NA,NA,8,12,No,No,Yes,No,No,No,No,South Indian
Russel Dhaba,21665,"41, Chowringhee Road, Chowringhee, Kolkata",3.5,Kolkata,India,22.54983333,88.35016667,118,Dhabe di Shaan and Late Night Delivery,Rs. 350,Quick Bites,,NA,32,61,Yes,No,Yes,Yes,No,No,No,North Indian
Chilli Pepper,21066,"104/1, Ustad Khan Avenue, Park Circus Area, Kolkata",3.5,Kolkata,India,22.540251,88.363396,10,NA,Rs. 300,NA,NA,NA,2,4,Yes,No,Yes,Yes,No,Yes,No,Chinese
Aminia,20012,"6 A, SN Banerjee Road, New Market Area, Kolkata",3.5,Kolkata,India,22.562361,88.353496,1045,Legendary and Brilliant Biryanis,Rs. 400,Casual Dining,Legendary Biryani,"Aminia Special Curry, Mutton Rezala, Mutton Burra Kebab",166,359,Yes,No,Yes,Yes,No,Yes,No,"Mughlai, Biryani"
Goli Vada Pav,24175,"Ground Floor, 31, Ram Mohun Dutta Road, Bhawanipur, Kolkata",3.5,Kolkata,India,22.50650167,88.36689333,42,NA,Rs. 150,NA,NA,NA,12,23,Yes,No,No,No,No,No,No,Street Food
Kafulok,20830,"47, Govinda Khatick Road, South Tangra Road, Tangra, Kolkata",3.5,Kolkata,India,22.54722,88.392094,78,NA,Rs. 400,NA,NA,NA,17,25,Yes,No,Yes,Yes,No,Yes,No,Chinese
Five Rivers,22838,"37, PWD Road(B.T. Road), Opposite ICICI Bank Dunlop Branch, Baranagar, Kolkata",3.5,Kolkata,India,22.652304,88.376684,27,NA,Rs. 500,NA,NA,NA,3,8,Yes,No,Yes,Yes,No,No,No,"North Indian, Street Food"
Goutam's,22477,"Opposite City Centre 1, EC 21, Sector 1, Salt Lake, Kolkata",3.5,Kolkata,India,22.587272,88.408603,55,NA,Rs. 350,NA,NA,NA,14,27,No,No,Yes,Yes,No,Yes,No,Fast Food
New Madras Tiffin,23847,"138, Bidhan Sarani, Shyam Bazar, Kolkata",3.5,Kolkata,India,22.59678667,88.37106167,28,NA,Rs. 350,NA,NA,NA,3,12,Yes,No,Yes,No,No,Yes,No,South Indian
Anuradha Cafe,22170,"47 A, Justice Chandra Madhab Road, Lala Lajpat Rai Sarani, Bhawanipur, Kolkata",3.5,Kolkata,India,22.542171,88.348741,20,NA,Rs. 350,NA,NA,NA,6,9,No,No,Yes,No,No,No,No,South Indian
Sheesh Mahal,20810,"28 Karl Marx Sarani, Near Fancy Market, Kidderpore, Kolkata",3.5,Kolkata,India,22.539015,88.322504,18,NA,Rs. 500,NA,NA,NA,4,6,No,No,Yes,Yes,No,Yes,No,"Chinese, North Indian, Mughlai"
Brewberrys,22593,"29/B, Ground Floor, Near Northern Park, Allenby Road, Elgin, Kolkata",3.5,Kolkata,India,22.534224,88.35076,74,NA,Rs. 400,NA,NA,NA,21,35,No,No,Yes,No,No,Yes,Yes,"Cafe, Fast Food"
Jugal's,22915,"56, College Street, Kolkata",3.5,Kolkata,India,22.57752,88.364348,24,Mishti Mukh,Rs. 100,Dessert Parlor,The famous mishti from the Northern part of town,,2,3,No,No,No,No,No,No,No,Desserts
gr8! Rolls 'n' Wraps,22607,"Outside New Empire Cinema, Opposite Shreeram Arcade, New Market Area, Kolkata",3.5,Kolkata,India,22.560574,88.351565,51,Pocket Friendly and Roll With It,Rs. 350,Quick Bites,,NA,16,29,Yes,No,No,Yes,No,No,No,Fast Food
Garam Tawa,21224,"208/2, APC Road, Shyam Bazar, Kolkata",3.5,Kolkata,India,22.597441,88.374698,45,NA,Rs. 550,NA,NA,NA,5,18,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Chai Break,21685,"17/1 F, 2nd Floor, Food Bazaar, Alipore, Kolkata",3.5,Kolkata,India,22.522168,88.331582,74,Hanging Out,Rs. 600,NA,,NA,7,18,No,No,Yes,No,No,Yes,Yes,"Cafe, Fast Food, Italian"
Haldiram's,21983,"7, Jagmohan Mullick Lane, Bara Bazar, Kolkata",3.5,Kolkata,India,22.583127,88.354173,21,NA,Rs. 400,NA,NA,NA,2,7,No,No,Yes,No,No,Yes,No,"North Indian, South Indian, Chinese, Fast Food"
North Star Bar,21434,"66/1 Dum Dum Road, Dum Dum, Kolkata",3.5,Kolkata,India,22.621855,88.407706,31,NA,Rs. 900,NA,NA,NA,3,6,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Fast Food"
Naushijaan,20918,"A 4, Rajdanga Nabapally, Kasba, Kolkata",3.5,Kolkata,India,22.515244,88.38988,280,NA,Rs. 700,NA,NA,NA,54,128,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Awadhi, Mughlai"
Swastik Bar,21155,"4, Moti Sil Street, Esplanade, Kolkata",3.5,Kolkata,India,22.563764,88.353331,23,NA,Rs. 800,NA,NA,NA,0,3,No,No,Yes,Yes,Yes,Yes,No,Finger Food
Sanjha Chulha,23853,"34 A, Opposite Ladies Park, Beniapukur, Park Circus Area, Kolkata",3.5,Kolkata,India,22.54814667,88.37101667,45,Dhabe di Shaan,Rs. 600,Casual Dining,,NA,7,16,Yes,No,Yes,Yes,No,Yes,No,North Indian
Heritage Karco,20817,"NG 001, New Complex, New Market Area, Kolkata",3.5,Kolkata,India,22.561273,88.352225,49,NA,Rs. 250,NA,NA,NA,11,23,No,No,Yes,Yes,No,No,No,"Chinese, North Indian, Mughlai, Thai"
Cafe Chokolade,22002,"4 A, Wood Street, Behind Vardan Market, Camac Street Area, Kolkata",3.5,Kolkata,India,22.547797,88.354322,36,NA,Rs. 150,NA,NA,NA,17,23,No,No,Yes,No,No,Yes,No,"Desserts, Cafe"
Tewari Brothers,22724,"144, Cotton Street, Bara Bazar, Kolkata",3.5,Kolkata,India,22.58126,88.355929,14,NA,Rs. 250,NA,NA,NA,5,7,Yes,No,Yes,No,No,Yes,No,"Desserts, Fast Food"
New Empire Bar,20872,"3A, Humayun Place, New Empire Building, New Market Area, Kolkata",3.5,Kolkata,India,22.560182,88.351646,125,Beer in a Bar,Rs. 900,Bar,,NA,12,37,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Mehak-e-Punjab,21993,"Kaikhali More, Ram Krishnapally, VIP Road, Kolkata",3.5,Kolkata,India,22.629606,88.434088,20,NA,Rs. 700,NA,NA,NA,1,8,Yes,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian"
Cafe Bistro,24456,"Metropole Hotel, 174, Sarat Bose Road, Desapriya Park, Kolkata",3.5,Kolkata,India,22.516105,88.352719,17,NA,Rs. 700,NA,NA,NA,7,9,No,No,Yes,Yes,No,Yes,No,"Italian, Cafe"
The Biryani Company,23691,"24, S.R. Das Road, Southern Avenue, Kolkata",3.5,Kolkata,India,22.51108833,88.34686333,46,NA,Rs. 300,NA,NA,NA,11,30,Yes,No,No,Yes,No,No,No,"North Indian, Biryani, Street Food"
Hungry Dino Z,23374,"101/1A, Karaya Road, Park Circus Area, Kolkata",3.5,Kolkata,India,22.53943167,88.36258,13,NA,Rs. 300,NA,NA,NA,2,7,Yes,No,Yes,Yes,No,No,No,"Chinese, Fast Food"
Kamdhenu's,23741,"596, Santoshpur Avenue, Near Jora Bridge, Santoshpur, Kolkata",3.5,Kolkata,India,22.493385,88.389355,19,NA,Rs. 150,NA,NA,NA,3,8,No,No,No,No,No,Yes,No,Desserts
Rasui,23631,"Plot 107/2, First Floor, Flying Point, Feeder Road, Belghoria, Kolkata",3.5,Kolkata,India,22.660564,88.38701,14,NA,Rs. 500,NA,NA,NA,2,4,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Chilli Thai,23862,"3B, Short Street, Opposite St. Xaviers College Back Gate, Camac Street Area, Kolkata",3.5,Kolkata,India,22.547693,88.35544,23,NA,Rs. 1100,NA,NA,NA,2,5,No,No,Yes,Yes,No,Yes,No,Thai
Ivory,23590,"Metropole Hotel, 174, Sarat Bose Road, Desapriya Park, Kolkata",3.5,Kolkata,India,22.516105,88.352719,34,NA,Rs. 1000,NA,NA,NA,6,19,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Continental"
Q33,24315,"Ground Floor, Quest Mall, 33 Syed Amir Ali Avenue, Ballygunge, Kolkata",3.5,Kolkata,India,22.539117,88.365359,55,NA,Rs. 1400,NA,NA,NA,16,33,No,No,Yes,Yes,No,Yes,Yes,"Cafe, Continental"
Parama Roll Corner,24167,"47/3/B, Gariahat Road, Beside Gariahat Police Station, Gariahat, Kolkata",3.5,Kolkata,India,22.52095833,88.36506667,8,NA,Rs. 150,NA,NA,NA,1,1,No,No,No,Yes,No,No,No,Fast Food
Ranjan's,22234,"IB 158, Sector 3, Salt Lake, Kolkata",3.5,Kolkata,India,22.570206,88.415509,33,NA,Rs. 350,NA,NA,NA,11,21,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese"
NU Variety,21988,"1, Sarat Bose Road, Near Minto Park Crossing, Kolkata, Minto Park, Kolkata",3.5,Kolkata,India,22.540945,88.354867,39,NA,Rs. 350,NA,NA,NA,14,23,No,No,Yes,No,No,No,No,"South Indian, North Indian, Street Food, Fast Food"
Makhan Lal Das & Sons,23326,"313, Rabindra Sarani, Shobha Bazar, Kolkata",3.5,Kolkata,India,22.59571,88.361752,18,Mishti Mukh,Rs. 100,Dessert Parlor,,NA,3,7,No,No,No,No,No,No,No,Desserts
Narayan Mistanna Bhandar,24336,"Tribeni Market, Opposite Garia Sheetla Mandir, Near Kavi Nazrul Metro, Garia, Kolkata",3.5,Kolkata,India,22.463075,88.38002778,15,NA,Rs. 200,NA,NA,NA,4,9,No,No,No,No,No,No,No,"Desserts, Street Food"
Frespresso,23889,"227/1 B, Near Chrome Hotel, AJC Bose Road, Near , Minto Park, Kolkata",3.5,Kolkata,India,22.541071,88.355167,42,NA,Rs. 600,NA,NA,NA,12,26,No,No,Yes,Yes,No,Yes,No,"Cafe, Fast Food"
Gupta Brothers,23393,"52, Chetla Road, Near Gopal Nagar Bus Stop, Alipore, Kolkata",3.5,Kolkata,India,22.520349,88.338146,22,NA,Rs. 100,NA,NA,NA,12,14,No,No,No,No,No,Yes,No,"Desserts, Street Food"
Tawa,23664,"20, Banamali Naskar Road, Behala, Kolkata",3.5,Kolkata,India,22.50473333,88.31687333,13,NA,Rs. 350,NA,NA,NA,4,4,Yes,No,Yes,Yes,No,No,No,"Chinese, Fast Food"
New Saurashtra Nimki House,23049,"4/1, Sambunath Pandit Street, Elgin, Kolkata",3.5,Kolkata,India,22.538178,88.344667,13,NA,Rs. 150,NA,NA,NA,7,8,No,No,No,No,No,No,No,"Desserts, Street Food"
Cheeni Kum Lounge & Bar,22096,"1744, Rajadanga Main Road (Ruby Connector), Kasba, Kolkata",3.5,Kolkata,India,22.514794,88.392748,49,NA,Rs. 1000,NA,NA,NA,7,17,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese, Italian"
Mouchak,22905,"23, Gariahat Road, Golpark, Kolkata",3.5,Kolkata,India,22.516365,88.366632,25,NA,Rs. 100,NA,NA,NA,10,13,No,No,No,No,No,No,No,Desserts
Ola Gola,23820,"City Center 1, Sector 1, Salt Lake, Kolkata",3.5,Kolkata,India,22.58825,88.409355,12,NA,Rs. 100,NA,NA,NA,4,5,No,No,No,No,No,No,No,"Ice Cream, Desserts"
BBs Restaurant,20063,"Millennium City, Block DN 62, Sector 5, Salt Lake, Kolkata",3.5,Kolkata,India,22.576281,88.430791,192,NA,Rs. 900,NA,NA,NA,30,66,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Thai, Continental"
Rimi Restaurant,20705,"32, Diamond Harbour Road, Beside Ajanta Cinema, Behala, Kolkata",3.5,Kolkata,India,22.507966,88.320344,23,NA,Rs. 500,NA,NA,NA,3,7,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Trincas Other Room,21780,"17 B, Park Street, Park Street Area,Kolkata, Park Street Area, Kolkata",3.5,Kolkata,India,22.554359,88.351286,32,NA,Rs. 600,NA,NA,NA,11,12,No,No,Yes,Yes,Yes,Yes,No,"Chinese, Continental, North Indian"
VIP Sweets,23440,"P156, CIT Road, Ultadanga, Kolkata",3.5,Kolkata,India,22.590383,88.393045,12,NA,Rs. 200,NA,NA,NA,3,6,No,No,No,No,No,No,No,Desserts
Red Express,21532,"Bengal Intelligent Park, Sector V, Sector 5, Salt Lake, Kolkata",3.5,Kolkata,India,22.573597,88.433111,125,NA,Rs. 1500,NA,NA,NA,28,50,No,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian"
Shibuji,22802,"26, Shakespeare Sarani, Theatre Road, Kolkata",3.5,Kolkata,India,22.545055,88.353577,10,NA,Rs. 100,NA,NA,NA,6,7,No,No,No,No,No,No,No,"Desserts, Street Food"
Wing Wah,20787,"P117, Block B, Lake Town, Kolkata",3.5,Kolkata,India,22.602483,88.405738,54,NA,Rs. 350,NA,NA,NA,12,30,Yes,No,Yes,Yes,No,No,No,Chinese
Shakes & Sandwich,23175,"19A, Jawaharlal Nehru Road, New Market Area, Kolkata",3.5,Kolkata,India,22.564039,88.351297,10,NA,Rs. 200,NA,NA,NA,4,6,No,No,Yes,Yes,No,No,No,Fast Food
Udipi Home,22087,"25, Jatin Das Road, Near Desapriya Park, Kolkata",3.5,Kolkata,India,22.516866,88.354226,78,NA,Rs. 250,NA,NA,NA,22,36,No,No,Yes,No,No,No,No,South Indian
Hindustan Sweets,22422,"19, Gariahat Road, Gariahat, Kolkata",3.5,Kolkata,India,22.517835,88.366153,4,NA,Rs. 150,NA,NA,NA,4,5,No,No,No,No,No,Yes,No,Desserts
Mehak-e-Punjab,20791,"68, VIP Road, Tegharia, Kolkata",3.5,Kolkata,India,22.624337,88.433275,126,NA,Rs. 700,NA,NA,NA,10,35,Yes,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian"
Juices & More,24417,"4th Floor, Quest Mall, 33 Syed Amir Ali Avenue, Ballygunge, Kolkata",3.5,Kolkata,India,22.539117,88.365359,6,NA,Rs. 200,NA,NA,NA,5,6,No,No,No,No,No,Yes,Yes,Beverages
Canteen @ Byloom,22665,"58 B, Near Hindustan Sweet Shop, Hindustan Park, Kolkata",3.5,Kolkata,India,22.51776,88.363686,50,NA,Rs. 300,NA,NA,NA,20,22,No,No,Yes,Yes,No,Yes,No,Fast Food
Pizzas & Pastas,24104,"2nd Floor, Metropolis Mall, Highland Park, Ajoy Nagar, Kolkata",3.5,Kolkata,India,22.4834,88.390919,6,NA,Rs. 550,NA,NA,NA,3,4,No,No,Yes,Yes,No,No,No,Italian
Tripti Snacks Bar,22447,"208/1, APC Road, Shyam Bazar, Kolkata",3.5,Kolkata,India,22.600358,88.373929,27,NA,Rs. 150,NA,NA,NA,8,14,No,No,No,Yes,No,No,No,Fast Food
Samrat Snacks,20687,"409, Prince Anwar Shah Road, Lords Bakery More, Kolkata",3.5,Kolkata,India,22.501925,88.357606,36,NA,Rs. 400,NA,NA,NA,11,25,Yes,No,Yes,Yes,No,No,No,"Chinese, Mughlai, North Indian"
