Restaurant,Restaurant Id,Address,Rating,City,Country,Latitiude,Longitude,Votes,Featured In,Cost For Two,Establishment Type,Known For,Should Order,Popular Reviews,All Reviews,Home Delivery,Takeaway,Dine-In,Non Veg,Alcohol,Air Conditioned,Wifi,Cuisines
Durbari - Swissotel Kolkata Neotia Vista,21502,"Swissotel Kolkata Neotia Vista, 11/5, Rajarhat New Town, Kolkata",4.1,Kolkata,India,22.622159,88.449999,124,NA,Rs. 2200,NA,NA,NA,23,53,No,No,Yes,Yes,Yes,Yes,Yes,"North Indian, Kashmiri, Rajasthani, Biryani, Bengali, Hyderabadi"
Bistro By The Park,21382,"2 A, Near Middleton Row, Park Street Area, Kolkata",4.1,Kolkata,India,22.551864,88.352474,315,Romantic and Hookah Bars,Rs. 1400,Casual Dining,,NA,61,122,Yes,No,Yes,Yes,Yes,Yes,No,"Continental, Italian, European, North Indian"
Jai Hind Dhaba,20273,"41/1A, Sarat Bose Road, Near Bhawanipur, Kolkata",4.1,Kolkata,India,22.532943,88.352933,672,"Late Night Eats, Pocket Friendly, Dhabe di Shaan and Late Night Delivery",Rs. 500,Quick Bites,The buzzing crowd all round the clock and delicious Dhaba style North Indian food.,"Chicken Bharta, Aloo Do Pyaaza, Tandoori Chicken, Paneer Butter Masala, Butter Chicken",106,226,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Casa Kitchen,21559,"Hotel Casa Fortuna, 234/1, AJC Bose Road, Near Minto Park, Kolkata",4.1,Kolkata,India,22.5412,88.352557,386,Veggie Friendly and Great Breakfasts,Rs. 1000,Casual Dining,,NA,35,154,No,No,Yes,No,Yes,Yes,Yes,"Chinese, Continental, North Indian, Italian, South Indian"
Yauatcha,24503,"Level 5, Quest Mall, 33, Syed Amir Ali Ave, Ballygunge, Kolkata",4.1,Kolkata,India,22.53903889,88.36534167,176,Pan-Asian Delicacies,Rs. 3000,Fine Dining,Chinese food lovers' den,,37,88,No,No,Yes,Yes,No,Yes,No,"Chinese, Asian"
Opium,21350,"J 2, Near Infinity Tower, Block GP, Bidhan Nagar, Sector 5, Salt Lake, Kolkata",4.1,Kolkata,India,22.569587,88.431924,527,Beer in a Bar,Rs. 800,Pub,,NA,78,208,No,No,Yes,Yes,Yes,Yes,Yes,"North Indian, Chinese"
Chowman,23933,"BF 198, Sector 1, Salt Lake, Kolkata",4.1,Kolkata,India,22.59522833,88.41930333,475,Super Seafood,Rs. 700,Casual Dining,"Excellent Chinese, fresh Sea-Food in generous portions.",,99,248,Yes,No,Yes,Yes,No,Yes,No,"Chinese, Seafood"
Balaram Mullick & Radharaman Mullick Sweets,22947,"EM Bypass, Near Siemens, Kasba, Kolkata",4.1,Kolkata,India,22.514782,88.391007,64,NA,Rs. 300,NA,NA,NA,21,35,No,No,Yes,No,No,Yes,No,Desserts
Cookie Man,22008,"Ground Floor, South City Mall, 375, Prince Anwar Shah Road, Kolkata",4.1,Kolkata,India,22.501991,88.361841,86,NA,Rs. 350,NA,NA,NA,37,43,No,No,Yes,Yes,No,Yes,No,"Bakery, Desserts"
The Funjabi Tadka,22487,"19A, Opposite Tollygunge Police Station, Southern Avenue, Kolkata",4.1,Kolkata,India,22.515005,88.346305,326,NA,Rs. 1400,NA,NA,NA,63,145,Yes,No,Yes,Yes,No,Yes,Yes,North Indian
Ivory Kitchen,21019,"22, Camac Street, Camac Street Area, Kolkata",4.1,Kolkata,India,22.54733333,88.34983333,320,NA,Rs. 2000,NA,NA,NA,42,100,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Hatari,20240,"113/1B, Rash Behari Avenue, Near Desapriya Park, Kolkata",4.1,Kolkata,India,22.518374,88.357628,1553,Legendary,Rs. 1100,Casual Dining,Generous portions of delicious Chinese.,"Dry Chili Pork, Crispy Golden Prawn, Singaporean Noodles",236,578,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian, Seafood"
Gelato Italiano,20933,"3rd Floor, South City Mall, 375, Prince Anwar Shah Road,Kolkata",4.1,Kolkata,India,22.502076,88.362019,101,NA,Rs. 200,NA,NA,NA,31,46,Yes,No,Yes,No,No,Yes,No,"Ice Cream, Desserts"
Golden Joy,21346,"50/1, Matherswar Tala Road, Near Gobinda Khatick Post Office, Tangra, Kolkata",4.1,Kolkata,India,22.545753,88.387454,516,NA,Rs. 800,NA,NA,NA,96,217,No,No,Yes,Yes,Yes,Yes,No,Chinese
Zen - The Park,20848,"The Park, 17, Park Street, Park Street Area, Kolkata",4.1,Kolkata,India,22.554284,88.351699,101,Pan-Asian Delicacies,Rs. 4000,Fine Dining,Perfect lighting and excellent service.,,11,28,No,No,Yes,Yes,Yes,Yes,No,"Chinese, Thai, Japanese"
Saffron - The Park,20849,"The Park, 17, Park Street (Area), Kolkata",4.1,Kolkata,India,22.554284,88.351699,93,NA,Rs. 2500,NA,NA,NA,12,31,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Bengali, Chettinad, South Indian"
Govinda's,21510,"22, Iskcon House, Gurusaday Road, Ballygunge, Kolkata",4.1,Kolkata,India,22.537142,88.358893,364,Veggie Friendly,Rs. 750,Casual Dining,,NA,48,100,No,No,Yes,No,No,Yes,No,"North Indian, Chinese, South Indian"
Choc N Cheese,23085,"34/G, Subhas Nagar Road, Subhas Nagar, Near Dum Dum Cantonment Railway Station, Dum Dum, Kolkata",4.1,Kolkata,India,22.635669,88.410214,63,NA,Rs. 500,NA,NA,NA,6,25,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian, Seafood"
Mithai,22722,"48B, Syed Amir Ali Avenue, Ballygunge, Kolkata",4.1,Kolkata,India,22.53847,88.364915,89,Mishti Mukh,Rs. 100,Dessert Parlor,,NA,20,25,No,No,No,No,No,No,No,Desserts
Jalapenos,20274,"10, Wood Street, Camac Street Area, Kolkata",4.1,Kolkata,India,22.547228,88.354194,329,Veggie Friendly,Rs. 800,Casual Dining,,NA,49,102,Yes,No,Yes,No,No,Yes,No,"Italian, Mexican, Continental"
In Good Taste by Craft Factory,24300,"AE 230, Salt lake Sector 1, Kolkata, Sector 1, Salt Lake, Kolkata",4.1,Kolkata,India,22.59919722,88.40998889,14,NA,Rs. 300,NA,NA,NA,2,14,Yes,No,No,Yes,No,No,No,"Bakery, Desserts"
Smoke House Deli,23899,"5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",4.1,Kolkata,India,22.53909722,88.36550833,470,European & Mediterranean,Rs. 1800,Fine Dining,Sangrias await you at this crisp white Deli,,91,209,No,No,Yes,Yes,Yes,Yes,No,"European, Italian, Continental, Mediterranean"
Go Lebanese,21550,"200, Sarat Bose Road, Southern Avenue, Kolkata,",4.1,Kolkata,India,22.513831,88.353277,647,Lebanese Delights,Rs. 400,Quick Bites,,NA,147,316,No,No,Yes,Yes,No,No,No,Lebanese
The Sushi Oke,21389,"3B, Short Street, Near St Xavier's Back Gate, Theatre Road, Kolkata",4.1,Kolkata,India,22.54733333,88.35616667,281,Pan-Asian Delicacies,Rs. 800,Casual Dining,,NA,31,76,No,No,Yes,Yes,No,Yes,No,"Japanese, Sushi, Thai"
The Tea Lounge - The Lalit Great Eastern,23898,"The Lalit Great Eastern, 1, 2, 3, Old Court House Street, Dalhousie Square, Esplanade, Kolkata",4.1,Kolkata,India,22.567754,88.350299,8,Hanging Out,Rs. 1500,NA,,NA,1,1,No,No,Yes,Yes,No,Yes,Yes,Cafe
Xrong Place,20862,"25, Sarat Banerjee Road, Sarat Bose Road, Southern Avenue,Kolkata, Southern Avenue, Kolkata",4.1,Kolkata,India,22.51160556,88.3525,421,Beer in a Bar,Rs. 1200,Pub,"The lights, the music, the wooden floors and the crowd!",,69,157,No,No,Yes,Yes,Yes,Yes,Yes,Finger Food
Teej,20529,"2, Russel Street, Kolkata",4.2,Kolkata,India,22.55583333,88.34933333,230,Veggie Friendly,Rs. 1000,Casual Dining,,NA,32,66,No,No,Yes,No,Yes,Yes,No,"Rajasthani, North Indian, Chinese"
Crave Foodworks,24008,"122 B, Meghnad Saha Sarani, Southern Avenue, Kolkata",4.2,Kolkata,India,22.51421833,88.36246,125,Veggie Friendly,Rs. 1100,Casual Dining,,NA,12,67,Yes,No,Yes,No,No,Yes,No,"Chinese, Thai, Italian, Mediterranean, Mexican"
The Bikers Cafe,24342,"First Floor, Platinum Mall, 31, Elgin, Kolkata",4.2,Kolkata,India,22.537733,88.349029,266,Great Breakfasts,Rs. 1000,Casual Dining,The rustic ambiance with the biker feel to it,,57,154,No,No,Yes,Yes,No,Yes,Yes,"Italian, American, Cafe, Desserts"
Arsalan,20796,"191, Marina Garden Court, Park Street Area, Kolkata",4.2,Kolkata,India,22.542017,88.363583,1530,NA,Rs. 550,NA,NA,NA,183,485,Yes,No,Yes,Yes,No,Yes,No,"Biryani, Mughlai, North Indian"
Nahoum and Sons,21211,"F 20, New Market Area, Kolkata",4.2,Kolkata,India,22.559481,88.352751,447,Legendary and Sweet Tooth,Rs. 300,Bakery,The legendary pastries and Lemon- Tarts.,,90,146,No,No,Yes,Yes,No,No,No,Bakery
Ecstasea,23964,"P 241, Lake Road, Southern Avenue, Kolkata",4.2,Kolkata,India,22.515385,88.353665,301,Super Seafood,Rs. 500,Quick Bites,Kolkata flavored seafood for your favorite finger licking meal,,80,175,Yes,No,Yes,Yes,No,Yes,No,"Seafood, Chinese"
Zaranj,20600,"26, Jawaharlal Nehru Road,Near Indian Museum, New Market Area, Kolkata",4.2,Kolkata,India,22.558464,88.350706,265,NA,Rs. 2200,NA,NA,NA,49,94,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Thai"
Peter Cat,20404,"18A, Park Street, , Park Street Area, Kolkata",4.2,Kolkata,India,22.552449,88.352662,3457,Legendary,Rs. 1000,Casual Dining,Pioneer of Kolkata's famous Chelo Kebabs,"Grilled Fish, Beckty Muniere, Dum Ki Raan, Chicken Marakesh, Prawn Cocktail, Chiken Steak Sizzler, Fish Makhmali Kabab, Chelo Kabab",476,1245,No,No,Yes,Yes,Yes,Yes,No,"Continental, North Indian"
India Restaurant,20747,"34 Karl Marx Sarani, Kidderpore, Kolkata",4.2,Kolkata,India,22.538886,88.322199,372,Legendary and Brilliant Biryanis,Rs. 600,Casual Dining,Being one of the oldest Biryani makers in town!,,37,153,No,No,Yes,Yes,No,Yes,No,"Biryani, North Indian, Chinese"
Edesia,23629,"1st Floor, The Regency, 6 Hungerford Street, Opposite Birla High School, Minto Park, Kolkata",4.2,Kolkata,India,22.543189,88.353968,198,Great Breakfasts and European & Mediterranean,Rs. 1500,Casual Dining,The wide spread Breakfast menu,,37,67,Yes,No,Yes,Yes,No,Yes,Yes,"Continental, American, Italian, South Indian"
Amber,20712,"11, Waterloo Street, Esplanade, Kolkata",4.2,Kolkata,India,22.567567,88.351828,470,NA,Rs. 1100,NA,NA,NA,69,158,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Continental"
Smart Kolkata The Restaurant,23216,"211/2A, Opposite Mannar Khabar, Prince Anwar Shah Road, Kolkata",4.2,Kolkata,India,22.501271,88.352013,173,NA,Rs. 800,NA,NA,NA,35,107,Yes,No,Yes,Yes,No,Yes,Yes,"Continental, Italian, Chinese"
6 Ballygunge Place,21308,"DD 31A, Sector 1, Salt Lake, Kolkata",4.2,Kolkata,India,22.590287,88.409205,432,Taste of Kolkata,Rs. 1100,Casual Dining,Quintessential Bengali feel in terms of food and ambiance,,70,152,No,No,Yes,Yes,No,Yes,No,Bengali
The Fifth Element,23879,"60/1, 1st Floor, Chowringhee Road, Elgin, Kolkata",4.2,Kolkata,India,22.539367,88.346968,186,Pan-Asian Delicacies,Rs. 1000,Casual Dining,,NA,29,79,No,No,Yes,Yes,No,Yes,No,"Japanese, Thai, Asian, North Indian, Chinese, Sushi"
Plush Lounge & Bar,21529,"The Astor Hotel, 15, Theatre Road, Kolkata",4.2,Kolkata,India,22.545466,88.351656,219,Hookah Bars and Hot Night Clubs,Rs. 2200,Club,Quaint ambiance and Friday Night Live music!,"Spicy Glazed Prawns, Clay Oven Barbecued Chicken Platter, Chicken Supreme, Caribbean Chicken Skewer",16,38,No,No,Yes,Yes,Yes,Yes,Yes,"Chinese, Italian, Mediterranean"
Santa's Fantasea,24530,"9 Ballygunge Terrace, Beside Anjali Jewellers Golpark Branch, Kolkata",4.2,Kolkata,India,22.515163,88.3677,83,NA,Rs. 700,NA,NA,NA,19,50,Yes,No,Yes,Yes,No,Yes,No,Seafood
Ammini,21548,"22/1C, Monoharpukur Road, Near Sarat Bose Road, Hazra, Kolkata",4.2,Kolkata,India,22.520811,88.353109,145,NA,Rs. 600,NA,NA,NA,31,67,No,No,Yes,Yes,No,Yes,No,Kerala
Spaghetti Kitchen,21365,"4th Floor, Forum Mall, 10/3, Elgin Road, Kolkata",4.2,Kolkata,India,22.53816,88.351227,397,NA,Rs. 1800,NA,NA,NA,70,151,Yes,No,Yes,Yes,Yes,Yes,Yes,Italian
Tasty Corner,22866,"18, Anil Moitra Road, Mandeville Gardens, Gariahat, Kolkata",4.2,Kolkata,India,22.524462,88.367052,162,Great Breakfasts,Rs. 150,Quick Bites,Excellent Kachori-Sabzi and don't miss their Jalebis.,,43,79,No,No,Yes,No,No,No,No,"Fast Food, Desserts"
Souk - Taj Bengal,21497,"Taj Bengal, 34 B, Belvedere Road, Alipore, Kolkata",4.2,Kolkata,India,22.537724,88.334404,129,"Sunday Brunches, European & Mediterranean and Lebanese Delights",Rs. 3000,Fine Dining,The elegant ambiance in the Star property assures you of promising services.,,17,31,No,No,Yes,Yes,Yes,Yes,Yes,"Lebanese, Middle Eastern, Mediterranean"
Sigree Global Grill,24452,"1st Floor, Silver Arcade, EM Bypass, Science City Area, Kolkata",4.2,Kolkata,India,22.548975,88.400577,369,NA,Rs. 1500,NA,NA,NA,57,166,No,No,Yes,Yes,Yes,Yes,No,North Indian
Mocambo,20350,"25B Park Street, Park Street Area, Kolkata",4.2,Kolkata,India,22.552964,88.353029,1997,Legendary,Rs. 1600,Casual Dining,The Grills and Steaks in the warm and crisp ambiance.,"Chicken Paprika, Angels On Horseback, Fish A La Diane, Chicken Ala Keiv, Yorkshire Pork Chops, Devilled Crab, Fish Florentine, Chicken Cordon Bleu",313,740,No,No,Yes,Yes,Yes,Yes,No,"Continental, Italian, North Indian"
The Cream & Fudge Factory,20969,"3rd Floor, South City Mall, 375, Prince Anwar Shah Road, Kolkata",4.2,Kolkata,India,22.501991,88.361841,135,Sweet Tooth,Rs. 300,Dessert Parlor,The Waffles and the option to create your own delightful dessert.,,21,31,No,No,Yes,No,No,Yes,No,"Ice Cream, Desserts"
Kookie Jar,21590,"42 A, Ground Floor, Rawdon Street, Minto Park, Kolkata",4.2,Kolkata,India,22.542642,88.355873,406,"Legendary, Great Breakfasts and Sweet Tooth",Rs. 350,Quick Bites,"Fresh and excellent Pastries, Marble Cakes, Fruit Tarts, Chocolate Boats, Mocha Biscuits and the list never ends.",,35,66,No,No,No,Yes,No,Yes,No,"Bakery, Fast Food, Desserts"
Piccadilly Square,21605,"16 L, Judges Court Road, Alipore, Kolkata",4.2,Kolkata,India,22.524599,88.33211,122,NA,Rs. 800,NA,NA,NA,14,36,No,No,Yes,No,No,Yes,Yes,"Cafe, Bakery, Desserts, Italian, Continental"
Campari,20665,"155 B, Rash Behari Avenue, Gariahat, Kolkata",4.2,Kolkata,India,22.519507,88.363176,129,NA,Rs. 200,NA,NA,NA,46,65,No,No,Yes,Yes,No,No,No,Fast Food
Tung Fong,21380,"Ground Floor, Karnani Mansion, 25 B, Free School Street, Park Street Area, Kolkata",4.2,Kolkata,India,22.553583,88.353077,950,Legendary,Rs. 1200,Casual Dining,Dine under their dome and you'll feel you're in China!,"Kung Pao Chicken, Crispy Baby Corn With Honey, Chicken Drumsticks, Chili Garlic Pepper Fish",153,350,No,No,Yes,Yes,Yes,Yes,No,"Asian, Chinese"
Mrs. Magpie,22164,"570, Lake Terrace Road Extension, Keyatala, Near Southern Avenue, Kolkata",4.2,Kolkata,India,22.516336,88.361816,822,Sweet Tooth,Rs. 500,Dessert Parlor,The pretty pink decor and excellent mini cupcakes,,186,371,No,No,Yes,Yes,No,Yes,Yes,"Cafe, Desserts, Bakery"
Anamika Roll Centre,22580,"Triangular Park, New Alipore, Kolkata",4.2,Kolkata,India,22.512567,88.328764,99,Roll With It,Rs. 300,Quick Bites,,NA,23,46,No,No,No,Yes,No,No,No,Fast Food
Marco Polo,21213,"24, Park Centre Building, Park Street, Park Street Area, Kolkata",4.2,Kolkata,India,22.551413,88.353889,476,NA,Rs. 2000,NA,NA,NA,47,131,No,No,Yes,Yes,Yes,Yes,No,"Continental, North Indian"
Balaram Mullick & Radharaman Mullick Sweets,22540,"2, Broad Street, Ballygunge, Kolkata",4.2,Kolkata,India,22.528384,88.36639,69,NA,Rs. 300,NA,NA,NA,16,26,No,No,Yes,No,No,Yes,No,Desserts
Anand Restaurant,21391,"19, CR Avenue, Near Dalhousie Square Area, Chandni Chowk, Kolkata",4.2,Kolkata,India,22.567402,88.354767,358,Veggie Friendly,Rs. 400,Quick Bites,,NA,67,150,No,No,Yes,No,No,Yes,No,"South Indian, Street Food, Fast Food, Ice Cream, Desserts"
West View Bar & Grill - ITC Sonar,21627,"ITC Sonar, JBS Haldane Avenue, EM Bypass, Science City Area, Kolkata",4.2,Kolkata,India,22.544341,88.397677,56,European & Mediterranean,Rs. 4500,Bar,,NA,7,13,No,No,Yes,Yes,Yes,Yes,No,European
Bon Appetit,21630,"AD 34, Sector 1, Salt Lake, Kolkata",4.2,Kolkata,India,22.598857,88.408087,678,"Pocket Friendly, Great Coffee and Hanging Out",Rs. 400,Quick Bites,All the cheese and chocolates that come for such unbelievable prices.,,125,277,Yes,No,Yes,Yes,No,No,No,"Cafe, Italian, Desserts"
The Junction - Taj Bengal,21471,"Taj Bengal, 34 B, Belvedere Road, Alipore, Kolkata",4.2,Kolkata,India,22.537724,88.334404,45,NA,Rs. 3500,NA,NA,NA,4,9,No,No,Yes,Yes,Yes,Yes,Yes,Finger Food
Bliss,20083,"53, Hindustan Park, Kolkata",4.2,Kolkata,India,22.51738,88.361545,170,Pocket Friendly,Rs. 350,Quick Bites,"Pan Fried Momos, Hot Garlic Mushroom, Chicken Drumstick, Chilli Chicken, Red Pepper Chicken",,42,72,Yes,No,Yes,Yes,No,No,No,Chinese
Fire and Ice Pizzeria,20193,"Ground Floor, Kanak Building, 41, Jawaharlal Nehru Road, Near Russel Street, Kolkata",4.3,Kolkata,India,22.549682,88.349333,425,European & Mediterranean,Rs. 1500,Casual Dining,Woodfire Pizzas,,62,141,Yes,No,Yes,Yes,Yes,Yes,Yes,"Italian, Pizza"
Aqua - The Park,21508,"The Park, 17, Park Street, Park Street Area, Kolkata",4.3,Kolkata,India,22.554284,88.351699,231,Romantic and Outdoor Seating,Rs. 3500,Lounge,Lounging by the pool at its best!,,21,43,No,No,Yes,Yes,Yes,Yes,No,Finger Food
Kaafila,21426,"3rd Floor, Block B, City Centre, Sector 1, Salt Lake, Kolkata",4.3,Kolkata,India,22.588278,88.408653,949,NA,Rs. 1600,NA,NA,NA,135,329,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Mughlai"
The Corner Courtyard,23636,"92B, Sarat Bose Road, Near Hazra, Kolkata",4.3,Kolkata,India,22.525706,88.352648,507,Super Seafood and European & Mediterranean,Rs. 1800,Casual Dining,"The grand white exterior, beautifully assembled decor and excellent food.",,63,181,No,No,Yes,Yes,No,Yes,Yes,"Italian, Continental"
Flavours Of China,21798,"43, 47, 55 , Park Street, Park Street Area, Kolkata",4.3,Kolkata,India,22.553073,88.352638,307,Legendary,Rs. 1200,Casual Dining,,NA,49,84,No,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian"
Bar-B-Q,20870,"43/47/55, Park Street Area, Kolkata",4.3,Kolkata,India,22.553073,88.352638,2838,Legendary,Rs. 1000,Casual Dining,"This place has enjoyed its spot: on the acclaimed Park Street, and in people's hearts.","Devil's Chicken, Szechuan Chilli Pork, Kung Pao Chicken",323,882,No,No,Yes,Yes,Yes,Yes,No,Chinese
Mainland China,21839,"3rd Floor, Avani Riverside Mall, 32, Jagat Banerjee Ghat Road, Shibpur, Howrah",4.3,Kolkata,India,22.563036,88.323418,232,Sunday Brunches,Rs. 1700,Casual Dining,Their Chinese flavors have the truly 'different' tantalizing effect on your taste buds.,,19,54,Yes,No,Yes,Yes,No,Yes,No,Chinese
Hanglaatherium,23927,"8/36, Fern Road, Behind Gariahat Market, Kolkata",4.3,Kolkata,India,22.51817222,88.36691944,122,NA,Rs. 350,NA,NA,NA,32,74,Yes,No,No,Yes,No,No,No,"Mughlai, North Indian, Biryani"
The Wall,20833,"31, Dr. Sarat Banerjee Road, Opposite Russa Telephone Exchange, Sarat Bose Road, Southern Avenue, Kolkata",4.3,Kolkata,India,22.514616,88.353755,481,Super Seafood and Pan-Asian Delicacies,Rs. 1400,Fine Dining,Its Pan-Asian delicacies!,,70,171,Yes,No,Yes,Yes,Yes,Yes,No,"Chinese, Japanese, Seafood, Thai"
Little Italy (Little High),20322,"8th Floor, Fort Knox, 6, Camac Street Area, Kolkata",4.3,Kolkata,India,22.54436,88.352424,236,NA,Rs. 1400,NA,NA,NA,32,65,No,No,Yes,No,Yes,Yes,No,Italian
Cafe Mezzuna,23831,"4th Floor, Forum Mall, 10/3, Elgin Road, Kolkata",4.3,Kolkata,India,22.538165,88.351251,777,Beer in a Bar and European & Mediterranean,Rs. 1200,Casual Dining,"Cozy decor, excellent food and Draught beer!",,142,327,No,No,Yes,Yes,Yes,Yes,No,"Italian, Mediterranean"
Peshawri - ITC Sonar,21357,"ITC Sonar, JBS Haldane Avenue, EM Bypass, Science City Area, Kolkata",4.3,Kolkata,India,22.54432,88.398612,224,NA,Rs. 2000,NA,NA,NA,35,66,No,No,Yes,Yes,Yes,Yes,Yes,"Mughlai, North Indian"
Oh! Calcutta,20974,"4th Floor, Forum Mall, 10/3, Elgin Road, Kolkata",4.3,Kolkata,India,22.537941,88.3512,780,Super Seafood and Taste of Kolkata,Rs. 1500,Casual Dining,Daab Chingri!,,84,211,No,No,Yes,Yes,Yes,Yes,No,"Bengali, Seafood"
Cocoa Bakery,23814,"22 N/1, Block A, New Alipore, Kolkata",4.3,Kolkata,India,22.51556333,88.32481333,94,Sweet Tooth,Rs. 500,Quick Bites,,NA,12,42,Yes,No,Yes,Yes,No,Yes,Yes,"Cafe, Bakery, Desserts"
Sonargaon - Taj Bengal,21461,"Taj Bengal, 34 B, Belvedere Road, Alipore, Kolkata",4.3,Kolkata,India,22.537724,88.334404,246,NA,Rs. 3500,NA,NA,NA,26,69,No,No,Yes,Yes,Yes,Yes,Yes,North Indian
La Cucina - Hyatt Regency,20941,"Hyatt Regency, JA 1, Sector 3, Salt Lake, Kolkata",4.3,Kolkata,India,22.570701,88.405263,131,Sunday Brunches,Rs. 2500,Fine Dining,,NA,23,43,No,No,Yes,Yes,Yes,Yes,Yes,Italian
Oh! Calcutta,21217,"3rd Floor, Silver Arcade, EM Bypass, Near Science City Area, Kolkata",4.3,Kolkata,India,22.549026,88.400647,302,NA,Rs. 1500,NA,NA,NA,46,102,No,No,Yes,Yes,Yes,Yes,No,"Bengali, Seafood"
Kebab-e-Que,21530,"The Astor Hotel, 15, Theatre Road, Kolkata",4.3,Kolkata,India,22.545466,88.351656,173,Sunday Brunches,Rs. 1500,Casual Dining,,NA,35,73,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Continental, Chinese, Mediterranean, Italian"
Mainland China,20927,"3rd Floor, South City Mall, 375, Prince Anwar Shah Road, Kolkata",4.3,Kolkata,India,22.501991,88.361841,1580,Pan-Asian Delicacies,Rs. 1700,Casual Dining,Their Chinese flavors have the truly 'different' tantalizing effect on your taste buds.,,155,436,No,No,Yes,Yes,Yes,Yes,No,Chinese
Denzong Kitchen,23295,"9A, Bikramgarh, Tollygunge, Kolkata",4.3,Kolkata,India,22.49704,88.359577,415,Pocket Friendly and Great Momos,Rs. 250,Quick Bites,"Chicken Fried Momos, Chicken Thukpa, Tai Pao",,71,169,No,No,Yes,Yes,No,No,No,"Chinese, Tibetan"
Arsalan,20797,"28, Circus Avenue, Near 7 Point Crossing, Park Circus Area, Kolkata",4.3,Kolkata,India,22.543303,88.365574,2246,Legendary and Brilliant Biryanis,Rs. 700,Casual Dining,Lip-smacking Biryani and Kebabs!,"Arsalan Special Chicken Kebab, Mutton Reshmi Kebab, Mutton Biryani",274,722,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Mughlai, Biryani, Chinese"
Chili's,23729,"4th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",4.3,Kolkata,India,22.539214,88.365707,1491,Hanging Out,Rs. 1500,Casual Dining,Huge Beer mugs and their Tenderloin Steak,,243,633,No,No,Yes,Yes,Yes,Yes,No,"Mexican, American, Italian"
Mainland China,20928,"Uniworth House, 3A, Gurusaday Road, Ballygunge, Kolkata",4.3,Kolkata,India,22.537094,88.359327,816,Legendary,Rs. 1700,Casual Dining,Their Chinese flavors have the truly 'different' tantalizing effect on your taste buds.,"Roast Lamb In Hot Bean Sauce, Golden Fried Prawns, . Chicken Siu Mai, Chicken Pan Fried Noodles, Mixed Meat Fried Rice, Yue Yang Spicy Barbecued Fish",87,210,No,No,Yes,Yes,Yes,Yes,No,Chinese
La Patisserie and Deli - Taj Bengal,21474,"Taj Bengal, 34 B, Belvedere Road, Alipore, Kolkata",4.3,Kolkata,India,22.537724,88.334404,81,Sweet Tooth,Rs. 500,Bakery,Melt-in-your-mouth pastries,,20,25,No,No,Yes,Yes,No,Yes,Yes,"Bakery, Desserts, Fast Food"
Baan Thai - The Oberoi Grand,21523,"The Oberoi Grand, 15, Jawaharlal Nehru Road, Chowringhee, Kolkata",4.3,Kolkata,India,22.561344,88.351297,118,Pan-Asian Delicacies,Rs. 4000,Fine Dining,"The authentic ingredients that go into their thai curries, will open up your taste buds for all the goodness they offer!",,15,38,No,No,Yes,Yes,Yes,Yes,Yes,Thai
Urban Kadai,22714,"11, Hardutt Rai Chamaria Road, Dobson Road, Howrah",4.3,Kolkata,India,22.59014,88.342438,85,NA,Rs. 500,NA,NA,NA,2,28,Yes,No,Yes,No,No,Yes,Yes,"North Indian, Chinese"
Mahua,24073,"18/1 B, Kali Charan Ghosh Road, Sinthi, Kolkata",4.3,Kolkata,India,22.63051111,88.38397222,5,NA,Rs. 100,NA,NA,NA,1,3,No,No,No,No,No,No,No,Desserts
